gram	freq
otd	4
ote	796
otg	19
oth	19
oti	92
otj	14
otl	9
otm	9
otn	2
oto	3
ots	103
ott	110
otu	2
otv	9
otw	29
oty	5
ouD	1
ouJ	1
oua	115
oub	51
ouc	269
oud	2172
oue	9
ouf	4
oug	38
ouh	90
oui	11
ouk	6
oul	126
oum	16
oun	27
ouo	1
oup	73
our	402
ous	136
out	649
ouu	1
ouv	625
ouw	434
ouy	5
ova	5
ove	1637
ovi	94
ovo	15
ovv	1
owa	7
owe	5
owo	2
oy	1
oya	104
oyb	1
oyd	5
oye	51
oyg	1
oyi	2
oyl	2
oyn	3
oyo	3
oys	8
oyt	72
oze	1
ozp	1
ozy	2
o|)	1
oËi	1
oÜe	1
oèn	2
oón	1
oór	1
oör	1
oüa	1
oüc	2
oüd	2
oüi	1
oüs	1
oüw	1
p	168
p't	5
p.l	1
pV	1
pWa	1
p^.	1
p^r	1
p^s	1
p^t	1
pa	1
pab	1
pac	193
pad	90
pae	168
pag	90
pah	9
pai	3
pal	62
pam	5
pan	564
pap	24
par	780
pas	215
pat	214
pau	3
pay	8
pba	1
pbe	8
pbi	1
pbo	4
pbr	11
pbt	1
pch	3
pcl	2
pcn	1
pco	20
pcp	1
pcr	2
pda	52
pde	38
pdi	1
pdr	2
peU	1
pea	1
peb	1
pec	139
ped	26
pee	101
pef	1
peg	1
peh	1
pei	3
pek	4
pel	126
pen	1501
peo	1
pep	259
per	1063
pes	49
pet	94
peu	18
pey	1
pf	1
pfa	1
pff	1
pfr	1
pga	3
pge	147
pgh	1
pgo	1
pgr	1
pha	107
phc	1
phe	212
phi	16
pho	12
phu	3
phy	20
pi	10
pi<	1
piB	1
pia	41
pic	258
pid	1
pie	76
pig	4
pii	1
pik	2
pil	23
pim	1
pin	32
pio	4
pip	2
pir	11
pis	23
pit	314
pië	1
pje	6
pji	1
pke	24
pla	388
plc	1
ple	66
pli	40
plo	31
plu	132
ply	2
pma	509
pme	2
pmi	1
pmm	1
pmn	1
pmp	1
pnd	1
pne	1
png	2
pni	1
pnn	2
pno	1
po8	1
po;	1
pob	1
poc	4
pod	1
poe	70
pof	1
poi	15
pol	9
pom	2
pon	81
poo	12
por	171
pos	77
pot	44
pou	106
pov	1
pow	1
poy	1
pp	1
ppa	106
ppc	1
ppd	1
ppe	747
ppi	6
ppl	18
ppn	1
ppo	56
ppr	24
ppu	13
pr	1
pra	201
pre	511
pri	201
pro	350
prs	2
pru	5
pry	153
pró	1
prö	1
ps/	1
psa	11
psb	2
psc	3
pse	5
psi	9
psk	23
psl	12
psm	1
psn	1
pso	7
psp	1
psr	10
pst	59
psv	1
pta	7
pte	119
pth	2
pti	8
pto	65
ptr	5
pts	4
ptu	21
pty	1
ptó	1
pub	12
pui	1
pul	14
pun	31
pup	1
pur	8
pus	15
put	24
puy	5
pva	2
pvi	1
pvo	2
pwa	3
pwe	6
pyc	11
pye	1
pyl	4
pyn	2
pyp	3
pys	8
pyt	2
pér	1
póu	1
pös	1
püi	1
q	1
qIs	1
qae	1
qal	1
qde	1
qec	1
qib	1
qii	2
qja	1
qlc	1
qld	1
qll	1
qmi	1
qmm	1
qna	2
qpr	1
qqa	1
qso	1
qua	658
que	289
qui	105
qun	1
quo	2
qup	1
qus	1
quy	16
qu»	1
qwo	1
qya	1
qüe	2
r	35
r'e	1
r't	2
r*u	1
r-G	9
r-a	1
r-g	1
r-t	1
r;d	1
rAe	1
rCo	1
rGe	1
rHv	1
rLs	1
rPa	1
rPe	1
rQl	1
rU.	1
rUw	1
rUy	1
r\a	1
r^'	1
r^e	1
r^h	1
r^i	1
r^l	1
r^s	1
r^t	1
raD	1
raa	18
rab	72
rac	719
rad	200
rae	950
raf	84
rag	295
rah	32
rai	7
raj	1
rak	23
ral	56
ram	139
ran	773
rao	24
rap	131
rar	80
ras	145
rat	181
rau	104
rav	31
raw	2
rax	2
ray	44
raë	1
raü	1
rba	37
rbe	70
rbi	47
rbl	38
rbo	86
rbr	53
rbu	7
rby	56
rca	16
rcb	5
rcc	3
rcd	1
rce	75
rch	94
rci	15
rcj	1
rck	548
rcl	67
rcn	5
rco	441
rcq	3
rcr	27
rcs	1
rct	4
rcu	17
rcx	3
rcé	1
rd^	1
rda	116
rdb	1
rdc	3
rde	2568
rdi	275
rdj	1
rdl	3
rdo	170
rdr	217
rdt	51
rdu	5
rdw	2
rdy	76
re	1
re(	1
re.	1
re<	1
reD	2
reO	1
reS	1
reU	1
re\	1
rea	732
reb	131
rec	943
red	294
ree	1165
ref	75
reg	211
reh	13
rei	7
rej	3
rek	54
rel	100
rem	69
ren	5434
reo	7
rep	81
req	29
rer	55
res	901
ret	164
reu	73
rev	506
rew	27
rex	3
rey	213
reê	1
reó	1
reü	1
rf	6
rfa	1
rfe	6
rff	18
rfi	8
rfj	1
rfl	4
rfo	3
rft	4
rfy	1
rga	259
rgb	2
rgc	1
rgd	1
rge	622
rgh	43
rgi	14
rgn	1
rgo	15
rgr	17
rgt	1
rgu	34
rgy	6
rha	246
rhc	1
rhe	122
rhi	12
rhm	1
rhn	2
rho	170
rhs	1
rhu	7
rhy	1
ri)	2
ri?	1
riM	1
riQ	1
ri^	2
ria	136
rib	10
ric	260
rid	7
rie	726
rif	55
rig	134
rii	3
rik	3
ril	81
rim	57
rin	682
rio	21
rip	5
riq	1
rir	1
ris	334
rit	96
riu	8
riv	437
rix	8
riy	2
riè	3
rié	1
rja	14
rjo	1
rjv	1
rk)	1
rk>	1
rka	2
rke	42
rki	2
rkl	1
rko	2
rku	1
rky	1
rl.	1
rlK	1
rla	426
rlc	1
rle	355
rlh	14
rli	112
rlj	1
rlm	1
rlo	308
rlr	41
rls	24
rlt	1
rlu	60
rlv	1
rlw	1
rly	308
rma	278
rmd	2
rme	306
rmh	3
rmi	250
rml	3
rmm	1
rmo	94
rmt	3
rmu	10
rmw	3
rmy	3
rna	195
rnb	1
rnd	3
rne	838
rnf	2
rni	70
rnm	1
rno	104
rnp	2
rnr	2
rns	28
rnt	1
rnu	1
rnw	1
rny	4
rné	1
roU	2
roa	5
rob	52
roc	321
rod	43
roe	306
rof	91
rog	21
roh	1
roi	10
roj	15
rok	9
rol	66
rom	362
ron	265
roo	1053
rop	239
ror	9
ros	64
rot	63
rou	379
rov	302
roy	28
roü	1
rpa	14
rpe	110
rpi	1
rpl	12
rpo	17
rpr	3
rps	7
rpt	1
rpu	7
rpv	1
rpy	1
rqm	1
rqu	17
rra	149
rre	364
rrh	1
rri	430
rro	29
rrt	1
rru	6
rrv	1
rry	3
rré	1
rs*	1
rs-	1
rs^	1
rsa	190
rsb	1
rsc	814
rsd	4
rse	418
rsh	6
rsi	256
rsl	82
rsm	8
rsn	11
rso	719
rsp	25
rss	6
rst	662
rsu	17
rsw	18
rsy	10
rsz	13
rsé	1
rt^	1
rta	60
rtb	15
rtc	2
rtd	1
rte	455
rtf	1
rtg	16
rth	296
rti	241
rtj	18
rtl	1
rtm	1
rtn	6
rto	178
rtp	2
rtr	690
rts	485
rtt	6
rtu	541
rtv	3
rtw	5
rty	275
rtz	2
rtê	1
rua	55
rub	1
ruc	118
rue	32
ruf	4
rug	79
rui	10
rum	11
run	167
ruo	2
rup	4
rur	6
rus	96
ruv	1
ruw	2
ruy	334
ruz	5
ruï	1
rv^	3
rva	278
rve	127
rvi	9
rvl	15
rvo	126
rvr	11
rvu	9
rw.	1
rwa	452
rwe	74
rwi	35
rwo	55
rwr	1
rwt	2
rwy	25
rxk	1
ry	1
ry'	1
rya	4
ryb	3
ryc	186
ryd	26
rye	231
ryf	27
ryg	81
ryh	19
ryi	3
ryl	3
rym	5
ryn	35
ryp	43
rys	673
ryt	6
ryv	162
ryw	7
ryy	1
rzo	1
rÉa	1
rèm	1
rès	1
ré&	1
rén	2
rës	1
rëv	1
róc	1
rón	2
röc	1
rüi	1
s	1
s$a	1
s'C	2
s'a	1
s'u	1
s(N	1
s(^	1
s*o	1
s-b	1
s-n	1
s-o	1
s-s	1
s-t	3
s-v	2
s.C	1
s/'	1
s;d	1
sCo	1
sMi	1
sSW	1
sUa	1
sUe	1
sUv	2
s[o	1
s^d	2
s^e	2
s^g	1
s^h	1
s^i	1
s^l	1
s^s	1
s^t	1
sa<	1
sab	35
sac	88
sad	107
sae	369
saf	3
sag	60
sah	30
sai	16
sak	133
sal	519
sam	213
san	189
sap	17
saq	1
sar	346
sat	63
sau	6
sav	13
saw	2
say	14
sa£	1
saé	1
sba	4
sbe	3
sbl	1
sbn	1
sbo	5
sbr	2
sbu	13
sbv	1
sby	1
sc&	1
sc^	1
sca	66
scb	106
sce	15
scf	3
sch	4242
sci	3
scl	22
scn	1
sco	68
scr	41
scu	11
scy	2
sd'	1
sda	71
sde	14
sdi	28
sdj	1
sdo	16
sdv	4
se	1
seC	1
seU	2
seW	4
sea	4
seb	15
sec	140
sed	62
see	859
seg	243
seh	9
sei	4
sej	2
sek	31
sel	1669
sem	27
sen	2821
seo	2
sep	9
seq	11
ser	501
ses	75
set	217
seu	22
sev	19
sew	5
sey	324
sez	1
sfa	7
sfc	1
sfe	1
sfl	1
sfo	1
sfu	1
sgL	1
sga	484
sge	72
sgr	5
sgu	1
sh'	1
sha	23
she	28
shi	1
sho	16
shu	3
siU	1
sia	162
sib	4
sic	321
sid	294
sie	652
sif	4
sig	15
sii	2
sik	1
sil	120
sim	11
sin	276
sio	24
sip	2
sir	18
sis	143
sit	96
siu	3
siv	130
siw	1
six	1
siy	1
siü	1
sja	15
sje	19
sjn	1
sjo	16
sjt	1
skc	1
ske	60
ski	1
skn	1
sl)	1
sl-	1
sla	464
slc	6
sld	3
sle	201
slh	1
sli	30
slj	3
slo	128
slr	9
slu	56
slx	7
sly	3
sma	68
smc	1
sme	75
smg	1
smi	2
smo	3
smt	1
smu	6
smy	4
sna	5
snd	1
sne	18
sni	6
snl	1
sno	44
sns	1
snu	31
sny	17
so5	1
soD	3
soM	1
soU	6
so^	1
soa	8
sob	54
soc	202
sod	9
soe	541
sof	2
soh	3
soi	6
sol	386
som	154
son	972
soo	2107
sop	3
sor	113
sos	4
sot	2
sou	1642
sov	1
soè	1
soó	1
soü	2
sp	12
spa	63
spc	1
spd	3
spe	238
spi	58
spl	5
spm	2
spo	109
spr	124
spt	1
spu	3
spy	19
sqe	1
squ	42
sqü	2
sra	13
sre	6
srh	1
sri	2
srj	2
sru	10
sry	5
ssL	1
ssU	1
ssa	557
ssc	196
sse	736
ssi	486
ssj	12
ssl	1
ssm	2
sso	51
sss	1
sst	3
ssu	12
ssy	2
ssé	23
st(	1
st-	6
st.	1
stU	1
st^	1
sta	1138
stb	6
stc	63
std	43
ste	2972
stg	7
sth	23
sti	374
stj	23
stl	4
stm	3
stn	2
sto	440
stp	1
str	344
sts	14
stt	2
stu	303
stv	2
stw	14
stx	165
sty	42
stz	2
sté	2
suH	2
suI	1
suK	1
suU	4
su\	1
sua	2
sub	39
suc	47
suf	3
sui	24
suk	1
sul	724
sum	21
sun	6
sup	31
sur	21
sus	48
sut	1
suy	198
sv^	2
svd	1
sve	11
svi	3
svn	1
svo	17
svr	14
svt	1
svy	1
swa	271
swe	16
swi	6
swo	9
swr	1
swy	16
sy	281
syD	1
syJ	1
syd	149
sye	7
syf	1
syl	24
syn	2611
syo	2
syt	12
syu	3
syü	1
sze	7
sèl	1
sél	2
sén	2
sêr	1
sïe	1
sóu	1
t	44
t$u	1
t&ü	1
t'	174
t'a	2
t'g	1
t'h	1
t'r	1
t'v	1
t(^	1
t))	1
t)ê	1
t*a	2
t*d	1
t*e	1
t*o	1
t*s	1
t*z	1
t-G	2
t-I	5
t-b	1
t-l	1
t-m	1
t-p	1
t-r	1
t.u	1
t.w	1
t6u	1
t8e	1
t<e	1
tCa	2
tCo	2
tHe	1
tPa	1
tTh	1
tUi	1
tUw	1
tVe	1
t^c	1
t^d	1
t^m	2
t^r	1
t^s	2
t^v	1
ta	1
ta^	1
taa	10
tab	9
tac	75
tad	220
tae	803
taf	4
tag	24
tah	1
tai	54
tak	7
tal	220
tam	323
tan	754
tao	1
tap	106
tar	76
tas	70
tat	74
tau	5
tav	166
taw	3
tax	21
tay	62
taé	1
tb	2
tbM	1
tba	20
tbe	25
tbi	17
tbl	4
tbo	54
tbr	17
tbu	11
tby	6
tcT	1
tca	15
tcb	4
tcg	1
tch	204
tck	1
tcl	6
tcm	1
tcn	3
tco	30
tcr	2
tcu	45
tcy	1
td'	1
tda	46
tde	22
tdo	3
tdr	43
tdu	7
tdy	1
te	4360
te'	5
te*	1
teD	1
teU	1
te^	1
tea	2
teb	2
tec	11
ted	32
tee	879
tef	1
teg	302
teh	1
tei	10
tej	1
tek	25
tel	782
tem	172
ten	5188
teo	3
tep	2
teq	1
ter	1872
tes	38
tet	8
teu	58
tev	28
tew	1
tex	21
tey	370
tfa	72
tfe	1
tfg	1
tfi	1
tfo	5
tga	25
tge	326
tgh	3
tgi	4
tgo	12
tgr	2
tgu	1
tgé	1
th	14
tha	32
the	278
thi	42
thn	2
tho	226
thr	3
ths	1
tht	1
thu	156
thy	127
thó	1
ti'	1
ti*	2
tiU	1
tia	29
tib	17
tic	273
tid	5
tie	1205
tif	21
tig	255
tii	4
tij	1
til	69
tim	107
tin	820
tio	20
tip	11
tiq	1
tir	17
tis	33
tit	168
tiu	18
tiv	34
tiw	2
tiy	1
tiz	1
tié	1
tiê	1
tië	21
tja	11
tje	157
tji	2
tjl	1
tjn	1
tjo	2
tk^	1
tka	1
tke	5
tko	1
tky	3
tl	1
tl^	1
tla	28
tlc	1
tle	28
tli	14
tlj	10
tlo	13
tlr	1
tlw	1
tly	131
tma	47
tme	3
tmg	2
tmn	1
tmo	21
tms	1
tna	127
tnc	1
tnd	1
tne	6
tng	2
tni	1
tnm	2
tno	3
tnp	1
tnr	1
tnt	1
tny	2
toD	1
toU	1
toa	2
tob	49
toc	42
tod	1
toe	799
tof	30
tog	21
toh	2
toi	80
toj	1
tok	4
tol	120
tom	13
ton	282
too	82
top	11
tor	109
tos	67
tot	1314
tou	176
tov	8
toy	10
toÜ	1
tpa	5
tph	20
tpi	1
tpl	5
tpn	1
tpo	1
tpu	1
tqu	2
tr8	1
tr^	1
tra	596
trc	3
tre	1105
tri	50
trj	12
tro	465
tru	43
try	19
trë	1
ts	2
ts-	3
tsU	1
ts^	1
tsa	93
tsb	1
tsc	285
tsd	10
tse	620
tsg	480
tsh	23
tsi	82
tsj	23
tsk	1
tsl	45
tsm	11
tso	32
tsp	14
tss	2
tst	157
tsu	5
tsv	1
tsw	2
tsy	16
tsz	18
tsè	1
tt'	1
tta	243
ttc	3
ttd	3
tte	726
tth	3
tti	82
ttj	101
ttl	1
tto	182
ttr	16
tts	2
ttu	2
ttw	1
tty	61
tua	76
tuc	197
tud	2
tue	34
tug	328
tui	4
tuk	1
tul	26
tum	26
tun	26
tup	1
tur	59
tus	134
tut	25
tuw	2
tux	28
tuy	196
tv\	1
tv^	5
tva	51
tve	10
tvi	6
tvl	11
tvo	269
tvr	11
tvv	1
tvy	3
twa	37
twe	364
twi	31
two	190
twp	1
twr	1
twy	78
tyb	1
tyc	27
tyd	165
tye	235
tyf	14
tyg	2
tyh	1
tyi	2
tyj	1
tyl	11
tyn	27
tys	18
tyt	430
tyu	1
tyv	5
tyw	1
tzy	7
tè	1
tèn	1
tén	1
tér	1
têe	1
tïo	1
tói	1
tót	1
tüé	1
u	54
uDi	1
uH^	1
uHp	1
uIc	1
uJe	1
uKp	1
uUa	1
uUe	5
uUi	2
uUo	1
uUp	1
u\c	1
u^^	1
uab	1
uac	3
uad	36
uae	85
uai	1
ual	144
uam	248
uan	287
uap	1
uar	262
uas	4
uat	16
uau	2
uaè	1
uba	43
ubb	10
ube	5
ubi	5
ubj	12
ubl	16
ubm	1
ubo	3
ubs	22
ubu	1
uby	4
uc<	1
uc^	1
uca	24
ucb	2
ucc	117
uce	17
uch	313
uci	2
uck	423
ucl	1
uco	23
ucq	4
ucs	6
uct	11
ucu	1
ucx	72
ucy	1
uda	6
udc	1
udd	4
ude	2132
udi	59
udj	36
udl	2
udp	1
udr	1
uds	3
udt	57
udy	3
ueM	1
ueb	2
ued	19
uee	192
ueh	1
uek	4
uel	58
uem	16
uen	57
uep	1
uer	63
ues	51
uet	75
ueu	2
uey	15
ufa	3
ufd	1
uff	21
ufi	1
ufl	2
uft	6
uga	24
ugd	1
uge	372
ugg	74
ugh	24
ugi	18
ugm	1
ugo	2
ugr	1
ugu	63
uha	9
uhe	8
uho	77
ui'	2
ui*	2
uia	19
uic	12
uid	3
uie	3
uig	5
uil	18
uim	37
uin	114
uio	5
uip	30
uir	8
uis	17
uit	60
uiu	1
uiy	2
uiï	1
uja	1
ujt	1
uka	1
uke	2
uki	4
ukj	1
ukk	1
ukx	1
uky	1
ulT	1
ula	56
ulc	398
uld	145
ule	86
ulf	11
ulg	2
ulh	12
uli	121
ulj	20
ull	273
ulm	1
ulo	37
ulp	77
ulr	1
uls	5
ult	132
ulu	19
ulw	2
ulx	2
uly	60
uma	23
umb	45
umc	1
ume	51
umf	2
umh	1
umi	3
umo	5
ump	10
ums	2
umt	1
umu	1
umy	1
un'	1
una	26
unb	1
unc	37
und	141
une	19
ung	6
uni	46
unj	3
unl	17
unn	192
unp	1
uns	45
unt	171
unu	15
uny	38
uoa	1
uoe	1
uof	1
uoi	1
uon	1
uoo	3
uos	1
uot	1
uou	1
uoy	3
upa	8
upe	60
uph	1
upl	4
upo	5
upp	25
ups	1
upt	2
upu	1
upö	1
uqu	3
ur-	9
ura	165
urb	4
urc	31
urd	8
ure	194
urf	2
urg	48
urh	1
uri	88
urj	9
url	6
urm	1
urn	41
uro	41
urp	6
urq	2
urr	18
urs	184
urt	47
uru	3
urx	2
ury	30
us-	1
usa	33
usb	6
usc	48
usd	6
use	149
usf	1
usg	1
ush	2
usi	8
usk	1
usl	15
usm	1
usn	1
uso	37
usp	19
usq	41
uss	167
ust	395
usu	8
usv	2
usw	1
usy	7
usz	2
usê	1
ut-	3
uta	17
utc	10
utd	25
ute	86
utf	1
utg	4
uth	25
uti	59
utj	16
utl	2
utm	2
uto	7
utp	19
utr	6
uts	38
utt	44
utu	4
utw	14
uty	22
uua	2
uue	3
uul	1
uun	1
uus	1
uv^	2
uva	1
uve	637
uvi	3
uvo	2
uvs	1
uw	2
uwa	19
uwc	1
uwd	6
uwe	600
uwi	40
uwl	6
uwo	2
uwr	2
uws	10
uwt	29
uww	1
uwy	5
uxk	1
uy	5
uyb	3
uyc	320
uyd	310
uye	13
uyf	10
uyg	233
uyi	8
uyk	2
uyl	88
uym	60
uyn	82
uyp	3
uyr	146
uys	485
uyt	2001
uyu	1
uyv	66
uy«	1
uza	5
u»r	1
uïn	2
uïp	1
v	3
v(m	1
v<r	1
v?e	1
v\^	2
v\r	3
v]i	1
v^T	1
v^a	23
v^c	3
v^e	16
v^f	2
v^g	2
v^n	5
v^o	4
v^r	11
v^s	4
v^y	1
vaD	1
vaa	7
vac	6
vad	87
vae	530
vag	1
vah	1
vai	7
vaj	1
val	302
vam	2
van	7858
vaq	2
var	68
vas	93
vat	38
vau	10
vav	1
vaz	3
vaü	1
vci	1
vcr	8
vdc	1
vde	5
vdl	5
vdn	1
vds	3
vdt	1
ve\	1
vea	7
vec	16
ved	3
vee	915
vef	2
veh	8
vei	23
vej	1
vel	168
vem	83
ven	2294
veo	3
vep	1
ver	7015
ves	22
vet	20
veu	25
vex	11
vey	10
veü	1
vfa	1
vfe	2
vfi	1
vgh	1
vi'	2
vi^	3
via	168
vic	77
vid	43
vie	255
vig	45
vil	28
vin	87
vio	1
viq	1
vir	25
vis	262
vit	15
viu	1
viv	22
vji	1
vjs	1
vk)	1
vl\	1
vla	14
vle	27
vli	26
vlo	65
vlu	53
vly	5
vnd	1
vne	14
vni	4
vnl	9
vnm	1
vnn	2
vns	6
vnt	2
vo<	1
voN	1
voU	5
voa	1
voc	13
voe	662
vof	1
vog	12
voi	44
vok	1
vol	1001
von	266
voo	3469
vop	1
vor	133
vos	11
vot	11
vou	35
voy	41
voó	1
voö	1
vpn	1
vql	2
vrQ	1
vr^	1
vra	74
vre	323
vri	30
vro	105
vru	211
vry	193
vsi	1
vsr	9
vte	1
vtn	1
vtr	2
vue	1
vul	32
vuy	10
vva	4
vve	3
vvr	1
vwl	1
vy	1
vy)	1
vya	238
vye	1
vyf	32
vyj	1
vyl	1
vyr	4
vys	88
vyt	1
vyv	1
v«r	1
vèr	1
véo	1
vér	4
vëm	1
vóo	1
w.f	1
wAi	1
wQ	1
w^d	1
w^e	3
w^l	3
w^s	1
waD	1
wa^	2
waa	6
wac	223
wad	1
wae	1752
wag	7
wal	39
wam	1
wan	357
wap	32
war	899
was	1617
wat	347
wav	13
waé	1
wbo	2
wcc	1
wcg	1
wd	1
wdc	1
wde	6
wdt	1
weD	1
weU	1
wec	58
wed	402
wee	1243
weg	270
wei	55
wek	13
wel	1274
wem	2
wen	426
wep	2
wer	1000
wes	419
wet	101
weu	3
wev	9
wey	327
wff	1
wfl	1
wiD	1
wiU	2
wic	36
wie	459
wif	1
wig	12
wij	1
wil	441
win	144
wis	99
wit	91
wié	1
wl	1
wle	1
wli	1
wlo	3
wlu	1
wly	2
wnv	1
woa	3
wod	1
woe	15
wof	1
wog	4
wol	12
won	82
woo	523
wor	467
wou	2
wpe	1
wpo	1
wra	7
wre	16
wro	7
wrt	1
wry	2
ws^	1
wse	1
wsp	1
wt	35
wtC	1
wtd	1
wte	2
wtg	7
wth	1
wtj	5
wts	1
wtt	1
wtv	3
wus	11
wuw	2
wve	1
wwe	1
wy	106
wy'	1
wyc	29
wyd	18
wye	1
wyf	74
wyg	5
wyi	6
wyl	65
wyn	22
wys	74
wyt	8
wyv	6
wèl	2
wéd	1
wél	2
x)e	1
x)l	1
x)s	1
xal	1
xam	53
xan	9
xat	16
xbo	2
xce	23
xcl	2
xcu	46
xda	20
xec	8
xee	15
xel	9
xem	12
xer	7
xhi	2
xhu	1
xie	2
xim	6
xir	1
xke	6
xli	1
xmi	1
xpe	34
xpi	5
xpl	10
xpr	45
xqu	1
xra	14
xsa	1
xse	5
xst	3
xt'	1
xte	4
xti	7
xto	2
xtr	14
xun	1
xwm	1
y	3
y's	1
y't	1
y)e	1
y-n	1
y-v	1
yDe	1
yJe	2
yMs	1
yX	1
y^M	1
y^T	1
y^l	1
yac	8
yad	1
yae	3
yag	10
yal	24
yam	1
yan	327
yas	16
yau	3
yb(	1
ybc	1
ybe	4
ybo	31
ybr	4
ybu	1
yby	1
yca	6
ycb	1
yce	1
ych	106
yck	2714
yco	5
ycq	15
ycs	3
ycu	1
ycx	188
yd^	1
yda	2
ydc	3
yde	1251
ydg	1
ydi	88
ydl	1
ydm	1
ydo	10
yds	1
ydt	4
ydy	2
yec	3
yed	3
yee	37
yeg	1
yeh	2
yej	1
yek	18
yel	22
yem	24
yen	191
yep	1
yer	136
yes	7
yet	41
yfF	2
yfT	1
yfd	1
yff	147
yfi	7
yfl	19
yft	29
yga	7
ygb	8
ygc	3
ygd	1
yge	365
ygh	90
ygi	1
ygk	1
yha	1
yhe	22
yho	2
yhy	1
yi'	1
yiT	2
yia	1
yic	4
yie	5
yif	1
yig	3
yii	4
yin	3
yip	1
yis	2
yiv	1
yj^	1
yja	3
yjs	1
yk>	1
yke	9
yl	5
yla	185
ylc	3
yld	6
yle	187
ylg	7
ylh	1
yli	23
yll	2
ylo	88
ylp	2
ylr	1
yls	15
ylt	62
ylu	24
ylv	10
ylw	1
yly	1
yma	19
ymd	3
yme	30
ymi	3
ymo	27
ymp	1
ymt	16
ymy	1
ynE	5
yn^	1
yna	20
ynb	1
ync	2
ynd	791
yne	775
yng	1
ynh	2
yni	365
ynk	2
ynl	4
ynn	3
yno	1
ynq	1
yns	97
ynt	46
ynw	29
yné	2
yod	1
yoe	1
yok	1
yol	2
yom	1
yon	5
yoo	6
yop	1
yor	11
you	82
yov	1
ypa	1
ype	20
yph	1
ypk	2
ypo	1
yps	22
ypt	1
yqu	1
yra	3
yrd	1
yre	110
yrg	2
yrh	1
yri	24
yrj	1
yrl	3
yrm	1
yro	1
yrs	2
yrt	3
yru	1
yry	2
ys	1
ysa	11
ysb	1
ysc	106
ysd	2
yse	771
ysg	10
ysh	5
ysi	20
ysk	9
ysl	3
ysm	1
yso	43
ysp	1
ysr	1
yss	45
yst	81
ysu	1
ysv	19
ysw	11
ysy	1
ysz	8
ytC	1
yta	3
ytb	4
ytc	13
ytd	6
yte	352
ytg	209
yth	1
yti	7
ytj	5
ytk	7
ytl	8
ytm	6
ytn	2
yto	2
ytq	2
ytr	12
yts	212
ytt	40
ytv	273
ytw	16
ytz	2
yud	4
yue	4
yui	1
yul	1
yut	1
yuw	1
yve	421
yvi	4
yvr	1
ywa	42
ywe	1
ywi	7
ywo	1
ywy	1
yxs	1
yya	2
yye	1
y«f	1
yèn	1
yüd	1
zQn	1
z^l	1
za	6
zaK	2
zac	1
zad	5
zae	5
zal	7
zar	1
zat	1
zay	1
zce	1
zed	1
zee	95
zeg	4
zei	1
zem	1
zen	15
zer	1
zey	8
zic	5
zie	3
zij	1
zil	1
zin	1
zit	1
zom	2
zon	2
zoo	2
zou	11
zpe	1
zul	30
zuy	25
zy	11
zyd	58
zyi	1
zyl	4
zyn	218
zyt	3
zyu	1
|(e	1
|)e	2
|)m	1
|H)	1
|K)	1
|it	1
|ne	1
}ep	1
~~R	1
£as	1
£d	2
£sc	1
§yn	1
«"d	3
«Om	1
«de	1
«en	2
«er	1
«f*	1
«it	1
«nd	1
«nh	1
«ra	1
«re	1
«te	1
«ui	1
°de	1
»eh	1
»rt	1
»w	1
Èch	1
Èin	1
Éac	1
Ë	9
ËFF	1
Ëd	8
Ëen	1
Ëip	1
Ënd	1
Ëng	9
Ëra	1
Ëri	1
ÏÈ	1
Ópr	1
Ö17	1
Öae	1
Ü'a	1
Ü.E	9
ÜAN	2
ÜDg	1
ÜE	1
ÜIN	1
ÜSS	1
Üeg	1
Üen	2
Üom	1
Ütk	1
è	4
èed	1
èef	1
èen	1
èls	1
èlv	1
èly	1
èml	1
ènd	6
èng	1
ènl	1
ènt	1
ènw	1
èra	1
ère	3
èrl	1
èrt	2
èse	1
èso	1
èst	1
èyn	1
èys	1
é	1
é&e	1
ébe	1
ébr	1
éca	1
éco	1
écu	1
éde	3
éeH	1
éen	2
ége	1
éhd	1
élc	1
éle	1
élh	1
élt	1
élv	2
ély	2
éma	2
émb	2
éme	2
émp	2
éna	1
énc	1
énd	6
éni	2
éop	1
éor	1
équ	1
éra	1
ére	3
érh	1
éro	1
érr	1
érs	2
ért	4
ése	2
éso	1
ést	2
éts	1
étt	1
éxa	2
éxc	4
éxe	2
éyn	3
éys	11
éüi	1
êdi	1
êer	1
êma	3
êmb	1
êmi	1
êmm	1
êmp	6
êno	2
êqu	3
êsc	3
êst	1
êve	1
êxa	2
êxc	3
êxh	1
êxl	1
êxp	2
êxt	1
êys	13
ëff	1
ële	1
ëmi	1
ëmp	2
ëns	1
ënt	35
ëre	2
ëri	1
ësc	1
ësm	2
ëss	1
ësy	1
ëte	1
ëve	1
ëxc	2
ëxp	1
ëys	8
ï	2
ï^a	1
ïai	1
ïda	1
ïde	1
ïef	1
ïen	3
ïer	1
ïet	1
ïff	1
ïht	1
ïid	1
ïke	1
ïnb	1
ïne	1
ïng	1
ïnt	1
ïon	1
ïpe	1
ïsc	1
ïss	1
ïsy	1
ïuy	1
ïïe	1
ïö	1
ócu	1
ódt	1
óin	1
óir	1
óme	2
ómt	2
ónd	3
óne	1
ónt	1
óoc	1
óom	1
óoo	1
óor	2
órg	1
óri	1
ótn	1
óud	1
óui	1
óve	1
ö	1
ö..	1
öAg	1
öTO	1
öcu	1
öde	2
öid	1
önt	2
